gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0.0,0,0,0.4305555555555556,1,2,0,2,0,2,2,0,0,0,0,1,0.46766169154228854,1605,1
0,0.0,0,1,0.9166666666666666,1,2,1,2,0,2,2,0,0,2,1,1,0.7233830845771144,4867,0
0,1.0,0,0,0.25,1,2,1,0,2,0,2,0,0,0,1,2,0.6686567164179105,918,1
1,0.0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,3,0.017412935323383085,1606,0
1,0.0,1,0,0.8472222222222222,1,2,1,0,2,0,2,2,0,2,1,2,0.7547263681592039,4667,1
1,0.0,0,0,0.1388888888888889,1,2,1,0,2,0,0,0,0,0,0,2,0.6129353233830845,6002,0
1,1.0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5313432835820896,5571,1
0,1.0,0,0,0.25,1,0,1,0,2,0,0,0,0,0,1,2,0.5502487562189055,651,0
1,0.0,1,0,0.3333333333333333,1,2,1,0,2,2,0,2,2,0,1,2,0.8597014925373135,2196,1
0,0.0,1,1,0.041666666666666664,1,0,2,1,1,1,1,1,1,0,0,3,0.010447761194029858,4490,0
1,0.0,0,0,0.6944444444444444,1,0,2,1,1,1,1,1,1,1,0,1,0.018905472636815905,6507,0
1,0.0,1,1,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,2,0.2616915422885572,3743,0
1,0.0,0,0,0.027777777777777776,1,0,0,2,0,0,2,0,0,0,1,3,0.3601990049751244,6267,0
1,0.0,0,0,0.2361111111111111,1,0,2,1,1,1,1,1,1,1,1,0,0.013930348258706454,3044,0
1,0.0,1,1,0.9583333333333334,1,2,1,0,2,2,0,2,2,2,1,2,0.8631840796019901,5660,0
1,0.0,1,0,1.0,1,2,0,2,2,2,2,2,2,2,1,1,0.7009950248756219,5096,0
0,0.0,0,0,0.041666666666666664,1,2,1,0,0,0,0,0,0,0,1,2,0.5572139303482587,1731,1
1,1.0,1,1,0.6944444444444444,1,2,0,2,2,2,0,0,2,2,1,0,0.5661691542288558,3273,0
0,0.0,0,0,0.7361111111111112,1,0,2,1,1,1,1,1,1,2,0,3,0.01990049751243781,92,0
0,0.0,1,0,0.8055555555555556,1,2,1,2,2,0,2,2,2,2,1,1,0.9039800995024875,5155,0
1,0.0,0,0,0.6388888888888888,0,1,0,2,0,0,0,0,0,1,1,0,0.12437810945273632,881,0
1,1.0,1,0,1.0,1,2,1,2,2,2,2,2,2,0,1,1,0.9417910447761194,6045,0
0,1.0,0,0,0.013888888888888888,1,2,1,0,0,0,0,0,0,0,1,2,0.5567164179104478,5715,1
0,0.0,1,1,0.08333333333333333,1,2,1,0,2,2,0,2,0,0,1,3,0.754228855721393,4344,0
1,0.0,1,0,1.0,1,2,0,2,2,2,2,0,2,2,0,0,0.6029850746268656,4758,0
1,0.0,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,2,0,1,3,0.3686567164179104,2018,0
0,0.0,1,1,0.7222222222222222,1,0,2,1,1,1,1,1,1,2,0,3,0.01094527363184081,67,0
1,0.0,1,1,0.0,1,2,2,1,1,1,1,1,1,2,0,3,0.07064676616915425,0,0
0,0.0,0,0,0.027777777777777776,1,0,2,1,1,1,1,1,1,1,0,3,0.021890547263681583,2944,0
0,0.0,1,0,0.9027777777777778,1,0,2,1,1,1,1,1,1,2,0,0,0.01094527363184081,582,0
1,1.0,1,0,0.5972222222222222,1,2,1,0,2,0,0,2,2,0,1,2,0.8233830845771144,3725,1
1,0.0,1,0,0.05555555555555555,1,2,1,0,2,0,0,2,2,0,1,2,0.8154228855721394,3591,1
1,1.0,1,0,0.3472222222222222,1,2,1,2,0,0,0,0,2,1,1,2,0.7044776119402985,1791,1
0,0.0,1,0,0.7083333333333334,1,2,0,0,2,0,2,2,2,1,1,1,0.600995024875622,3375,0
1,0.0,0,0,0.16666666666666666,1,2,0,0,0,2,0,2,2,0,0,0,0.5621890547263682,6118,0
0,0.0,1,1,0.7916666666666666,1,0,0,2,0,0,0,2,2,1,1,0,0.5159203980099502,3351,1
0,0.0,1,1,0.3333333333333333,1,0,2,1,1,1,1,1,1,1,0,3,0.01641791044776118,4455,0
0,0.0,1,0,0.8888888888888888,1,2,0,0,0,2,2,0,0,1,0,0,0.3990049751243781,3227,0
0,0.0,0,0,0.05555555555555555,1,0,1,0,2,2,2,2,2,1,1,2,0.8696517412935324,3765,1
0,0.0,0,0,0.3611111111111111,1,2,1,0,0,2,0,2,2,0,1,0,0.818407960199005,2248,0
0,0.0,1,1,0.20833333333333334,1,0,2,1,1,1,1,1,1,0,0,3,0.017910447761194038,2455,0
1,1.0,1,0,0.8888888888888888,1,2,2,1,1,1,1,1,1,2,0,1,0.07363184079601989,1257,0
1,1.0,1,0,0.5,1,2,1,0,2,0,0,2,2,0,1,2,0.7786069651741293,2975,1
0,0.0,1,0,0.375,1,2,1,0,0,0,0,2,2,0,0,1,0.763681592039801,2115,0
1,1.0,1,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,0,3,0.5233830845771144,5518,1
0,0.0,0,0,0.4861111111111111,1,2,0,2,0,2,2,2,2,1,1,1,0.6736318407960199,2706,1
1,0.0,0,0,0.05555555555555555,1,0,1,0,0,2,0,0,0,0,1,2,0.5537313432835822,2430,1
0,0.0,1,1,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,1,2,0.2706467661691543,3503,0
1,0.0,0,0,0.1388888888888889,1,0,2,1,1,1,1,1,1,0,1,1,0.017412935323383085,1586,0
0,0.0,0,0,0.027777777777777776,1,0,0,0,2,0,0,0,0,0,0,3,0.3079601990049752,64,0
0,0.0,1,0,0.8055555555555556,1,2,1,2,2,2,0,2,2,2,1,0,0.9074626865671642,5014,1
1,0.0,1,0,0.7083333333333334,1,0,0,2,2,2,2,2,2,2,1,1,0.6467661691542289,3487,0
0,0.0,1,1,0.6388888888888888,1,0,2,1,1,1,1,1,1,2,1,3,0.009950248756218905,6247,0
1,0.0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,1,0,0.013930348258706454,1487,0
1,0.0,0,0,0.6388888888888888,1,2,1,0,0,0,0,0,0,0,0,0,0.5427860696517413,2827,0
0,0.0,1,0,0.6944444444444444,1,2,1,2,2,0,2,2,2,0,1,0,0.9094527363184081,4496,0
1,0.0,1,1,0.7361111111111112,1,0,0,0,2,0,2,2,0,0,0,1,0.4651741293532338,2918,0
1,0.0,1,0,0.8472222222222222,1,2,1,0,2,2,2,2,2,0,1,2,0.953731343283582,5594,0
1,0.0,0,0,0.06944444444444445,1,0,2,1,1,1,1,1,1,0,0,0,0.02388059701492536,6393,0
1,0.0,0,0,0.6527777777777778,1,0,0,2,2,2,2,2,2,1,1,0,0.6835820895522389,3534,0
0,0.0,0,0,0.75,1,2,1,0,2,2,0,2,0,1,1,0,0.7611940298507462,4312,0
1,0.0,0,1,0.2638888888888889,0,1,0,0,0,0,0,0,0,0,1,1,0.07064676616915425,4680,0
0,0.0,0,1,0.3611111111111111,1,0,1,0,2,2,2,2,2,2,1,2,0.8676616915422886,2355,0
1,0.0,1,1,0.9722222222222222,1,2,2,1,1,1,1,1,1,2,0,3,0.07114427860696516,1314,0
1,0.0,1,0,0.2361111111111111,1,2,1,0,2,2,0,2,2,0,1,2,0.8388059701492537,1259,0
0,0.0,0,0,0.4166666666666667,1,2,1,0,2,0,0,2,2,0,1,2,0.8154228855721394,2580,1
0,0.0,0,1,0.013888888888888888,1,2,2,1,1,1,1,1,1,0,0,3,0.05721393034825871,2035,0
0,0.0,1,1,0.2638888888888889,1,2,2,1,1,1,1,1,1,2,0,3,0.07313432835820897,4092,0
0,0.0,1,0,0.3611111111111111,1,0,0,0,2,2,0,2,2,2,1,1,0.5497512437810945,1505,0
0,0.0,1,1,0.2916666666666667,1,0,1,0,2,0,0,0,0,0,1,0,0.5552238805970149,1014,1
1,0.0,1,0,0.6944444444444444,1,2,1,0,2,0,0,2,2,1,1,2,0.7960199004975125,4096,0
0,0.0,1,0,0.9444444444444444,0,1,0,2,0,2,0,2,2,1,1,2,0.3597014925373134,3207,0
1,0.0,0,0,0.041666666666666664,1,2,1,0,0,2,0,2,2,0,1,0,0.8288557213930348,2576,1
1,0.0,1,1,0.125,1,0,1,0,0,2,2,2,2,0,0,2,0.8442786069651741,6485,0
0,0.0,1,1,0.7083333333333334,0,1,0,2,0,0,2,0,0,2,0,0,0.15870646766169158,1313,0
0,0.0,0,0,0.125,1,0,0,0,0,0,0,0,0,0,1,2,0.2537313432835821,3463,0
1,1.0,1,1,0.5694444444444444,1,2,1,0,2,2,2,2,2,1,1,2,0.9323383084577115,3862,1
1,0.0,0,0,0.3055555555555556,1,2,1,0,2,0,0,2,2,0,1,2,0.8199004975124379,2058,0
0,0.0,1,1,0.2916666666666667,0,1,0,2,0,2,0,2,2,1,1,2,0.37512437810945276,296,1
1,0.0,1,1,0.9861111111111112,1,2,1,2,2,2,2,2,2,2,1,0,0.9731343283582089,6130,0
1,0.0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,2,0.2736318407960199,3823,1
1,0.0,1,1,0.3611111111111111,1,2,0,0,0,2,2,2,2,1,1,1,0.6343283582089553,1712,0
1,0.0,1,0,0.9861111111111112,1,2,0,2,2,0,2,0,0,2,0,0,0.46666666666666673,3962,0
1,0.0,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,0,0,1,1,0.2641791044776119,1284,0
0,0.0,0,0,0.16666666666666666,1,2,1,2,0,0,0,0,0,0,1,2,0.6124378109452736,7,0
0,0.0,1,0,0.25,1,2,1,0,0,0,2,2,0,0,1,2,0.7024875621890546,1049,0
0,0.0,0,0,0.041666666666666664,1,2,1,0,0,0,0,0,0,0,1,2,0.564179104477612,1748,0
0,1.0,1,0,1.0,1,2,1,2,2,0,0,2,2,1,1,0,0.881592039800995,5857,0
1,0.0,0,0,0.1527777777777778,1,0,1,0,2,0,0,0,0,0,0,2,0.564179104477612,6081,1
0,0.0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,2,0,0,1,0.6159203980099504,6015,1
1,0.0,0,0,0.18055555555555555,1,0,2,1,1,1,1,1,1,1,0,1,0.010447761194029858,2241,0
0,0.0,1,0,1.0,1,2,1,0,2,2,2,2,2,1,1,2,0.9054726368159204,6068,1
1,0.0,1,0,0.5833333333333334,1,2,0,2,0,0,0,0,0,1,0,1,0.3766169154228856,2022,0
0,0.0,0,0,0.2361111111111111,1,0,2,1,1,1,1,1,1,0,0,1,0.014427860696517405,2946,0
0,1.0,0,0,0.09722222222222222,1,0,0,0,2,0,0,0,0,0,1,3,0.3288557213930348,3580,0
0,0.0,1,0,0.9444444444444444,1,2,1,2,2,2,2,2,2,2,0,3,0.9985074626865671,6010,0
1,0.0,1,1,0.7777777777777778,1,2,2,1,1,1,1,1,1,2,0,0,0.058706467661691526,738,0
0,0.0,1,1,0.5277777777777778,1,0,2,1,1,1,1,1,1,1,0,3,0.020398009950248763,5764,0
0,0.0,1,1,1.0,1,2,1,2,2,2,2,2,2,2,1,2,0.9676616915422885,6186,0
0,0.0,0,0,0.6666666666666666,1,2,2,1,1,1,1,1,1,1,0,1,0.06766169154228857,321,0
0,1.0,1,0,0.7222222222222222,1,2,1,2,2,2,0,2,2,0,1,2,0.9039800995024875,4675,0
0,0.0,1,1,0.4861111111111111,1,0,2,1,1,1,1,1,1,1,0,3,0.013930348258706454,5557,0
1,0.0,1,0,0.9305555555555556,1,2,1,0,2,2,2,2,2,2,1,0,0.9258706467661691,5810,0
0,0.0,0,0,0.013888888888888888,0,1,0,2,0,0,0,0,0,0,0,3,0.11592039800995023,2506,0
1,0.0,0,0,0.7361111111111112,1,0,1,0,2,0,2,0,0,0,1,3,0.6203980099502487,3694,0
1,0.0,1,1,0.4722222222222222,1,0,2,1,1,1,1,1,1,0,0,3,0.025373134328358218,5127,0
0,0.0,0,0,0.041666666666666664,0,1,0,0,0,0,0,2,0,0,0,1,0.16865671641791047,160,1
0,0.0,1,0,0.013888888888888888,1,0,1,0,0,0,0,2,0,0,0,2,0.6024875621890547,5912,1
1,0.0,0,0,0.2638888888888889,1,0,1,0,0,2,2,2,0,0,0,3,0.7134328358208956,1177,0
0,1.0,1,0,0.8333333333333334,1,2,1,2,2,2,2,2,2,2,1,0,0.9731343283582089,5466,0
1,0.0,0,0,0.1527777777777778,1,0,2,1,1,1,1,1,1,2,0,1,0.012935323383084583,1861,0
0,0.0,0,0,0.6527777777777778,1,2,1,0,2,2,0,2,2,0,1,2,0.8771144278606966,4317,1
1,0.0,0,0,0.25,1,0,0,2,0,0,0,0,0,0,0,2,0.3099502487562189,6274,1
0,0.0,1,1,0.8333333333333334,1,2,1,2,2,2,2,2,2,2,0,1,0.9651741293532339,5350,0
1,0.0,1,0,1.0,1,2,2,1,1,1,1,1,1,2,0,1,0.06517412935323384,1448,0
1,0.0,0,0,0.5416666666666666,1,0,2,1,1,1,1,1,1,1,0,3,0.01641791044776118,5980,0
0,0.0,1,0,0.8194444444444444,1,0,1,2,0,2,0,0,0,1,1,1,0.6268656716417911,3932,0
1,0.0,1,1,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,0,3,0.5144278606965175,796,0
1,1.0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,0,2,0.5059701492537313,5440,1
1,0.0,1,1,0.2777777777777778,1,0,1,0,0,0,0,2,2,0,1,2,0.7159203980099503,1300,1
0,0.0,0,0,0.08333333333333333,1,2,1,0,0,0,0,2,2,0,1,0,0.7492537313432835,4471,1
1,0.0,0,0,0.9861111111111112,1,2,1,0,0,2,2,0,0,2,1,1,0.6781094527363185,5033,0
0,0.0,1,0,0.3333333333333333,1,2,0,2,2,2,0,0,0,0,0,3,0.4781094527363184,1003,0
1,1.0,1,0,0.9305555555555556,1,2,1,0,0,0,0,2,2,0,1,1,0.7601990049751244,4966,0
1,0.0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,2,0,1,3,0.6228855721393034,6023,1
0,0.0,1,1,0.6666666666666666,1,2,1,0,0,0,0,0,2,1,1,3,0.6348258706467661,3446,1
0,0.0,1,0,0.5138888888888888,1,2,0,0,2,0,2,0,2,1,0,3,0.535820895522388,2308,0
1,0.0,0,0,0.1527777777777778,0,1,0,0,2,2,0,0,0,0,0,3,0.163681592039801,3278,0
1,0.0,1,0,0.041666666666666664,1,0,2,1,1,1,1,1,1,0,1,1,0.02288557213930349,4300,1
0,0.0,1,0,0.25,1,0,1,0,0,2,0,2,2,0,1,1,0.7731343283582089,1266,0
1,0.0,1,1,0.6944444444444444,1,0,0,0,0,0,0,0,0,1,1,0,0.2641791044776119,1866,0
0,0.0,1,1,0.9305555555555556,1,2,1,2,0,2,2,2,2,1,1,2,0.9069651741293533,5654,0
0,0.0,1,0,0.3472222222222222,1,0,0,2,2,0,2,0,2,0,1,3,0.5253731343283582,1391,0
0,1.0,0,0,0.027777777777777776,1,2,1,0,0,2,0,0,0,0,1,2,0.6,883,1
1,0.0,0,0,0.125,1,0,2,1,1,1,1,1,1,0,0,1,0.014427860696517405,1347,0
0,0.0,0,1,0.1388888888888889,0,1,0,2,2,0,2,0,0,1,0,3,0.21890547263681592,3501,0
0,0.0,1,0,0.9722222222222222,1,0,2,1,1,1,1,1,1,2,0,1,0.01592039800995026,597,0
1,0.0,0,0,0.125,1,0,0,2,0,2,2,0,2,0,1,0,0.4975124378109453,4755,0
0,0.0,0,0,0.05555555555555555,1,0,2,1,1,1,1,1,1,0,1,1,0.018905472636815905,5378,0
0,0.0,0,0,0.027777777777777776,1,0,0,2,0,0,0,0,0,0,0,3,0.32537313432835824,418,0
0,0.0,0,1,0.013888888888888888,1,0,1,0,0,0,0,0,2,0,0,2,0.600995024875622,5911,1
1,0.0,0,0,0.2638888888888889,0,1,0,0,0,0,0,0,0,0,1,0,0.06865671641791044,3960,0
1,0.0,1,1,0.09722222222222222,1,0,2,1,1,1,1,1,1,0,1,0,0.01990049751243781,1253,0
1,0.0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,2,0.245273631840796,3590,1
1,1.0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,2,0.2562189054726368,3734,0
0,0.0,1,1,0.125,1,0,2,1,1,1,1,1,1,1,0,3,0.01990049751243781,1226,0
0,0.0,0,0,0.041666666666666664,0,1,0,2,0,0,2,0,0,0,0,3,0.15920398009950248,710,1
0,0.0,0,0,0.125,0,1,0,2,0,2,2,2,2,0,0,3,0.40049751243781095,4483,1
0,0.0,0,0,0.06944444444444445,1,0,0,2,0,2,0,0,0,0,0,1,0.37363184079601985,2595,0
0,0.0,1,1,0.7777777777777778,1,0,1,0,0,0,0,2,2,1,0,0,0.7029850746268658,4203,0
0,0.0,0,1,0.25,1,2,0,2,0,0,0,0,0,0,0,3,0.39203980099502483,6517,0
1,1.0,0,0,0.6805555555555556,1,2,1,0,0,0,0,2,2,0,1,2,0.7756218905472637,3992,1
1,0.0,1,0,0.9722222222222222,1,2,0,2,2,2,2,2,0,2,0,3,0.6059701492537314,4594,0
0,0.0,0,0,1.0,1,2,1,0,2,2,2,2,2,2,1,1,0.8935323383084577,5923,0
0,1.0,0,0,0.08333333333333333,1,0,1,0,0,2,0,0,0,0,0,2,0.5587064676616916,3689,1
1,1.0,1,0,0.2361111111111111,1,2,1,0,0,0,0,2,2,0,1,2,0.7616915422885572,1010,0
1,0.0,1,0,0.4027777777777778,0,1,0,0,0,0,0,2,2,0,1,2,0.2751243781094527,601,0
0,0.0,1,0,0.08333333333333333,1,2,1,0,2,2,0,2,2,0,1,2,0.8661691542288557,4529,1
1,0.0,1,0,0.875,1,2,1,0,0,2,0,2,2,2,0,2,0.8393034825870647,5087,0
1,0.0,1,0,0.2222222222222222,1,2,1,0,0,0,0,0,0,0,1,0,0.553233830845771,517,1
1,0.0,0,0,0.8194444444444444,1,0,0,0,0,2,0,0,2,1,1,0,0.42885572139303485,3147,0
0,0.0,0,0,0.041666666666666664,1,0,0,0,0,2,0,2,0,0,0,2,0.39104477611940297,1067,0
0,0.0,0,0,0.1111111111111111,0,1,0,0,2,0,0,0,0,0,1,3,0.10945273631840796,1898,0
0,1.0,1,0,0.09722222222222222,1,2,1,0,0,0,0,0,2,0,1,2,0.6597014925373134,5190,1
0,0.0,0,0,0.9444444444444444,1,0,2,1,1,1,1,1,1,2,0,1,0.013432835820895536,816,0
0,0.0,1,1,0.9444444444444444,1,2,1,2,0,2,2,2,2,2,0,1,0.9303482587064676,5782,0
0,1.0,1,0,0.7222222222222222,1,2,1,0,2,2,0,2,2,1,1,2,0.8781094527363185,4656,0
1,0.0,1,1,1.0,1,2,1,2,2,0,2,2,2,2,1,1,0.8900497512437812,5983,0
0,0.0,1,0,0.4444444444444444,1,0,2,1,1,1,1,1,1,1,0,3,0.010447761194029858,4862,0
0,0.0,1,0,1.0,1,0,2,1,1,1,1,1,1,2,0,0,0.017910447761194038,780,0
1,0.0,1,1,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,1,0.5144278606965175,5455,0
1,0.0,1,1,0.5833333333333334,1,0,0,2,0,0,2,0,2,1,0,1,0.45223880597014926,2401,0
0,0.0,0,0,0.3472222222222222,1,2,2,1,1,1,1,1,1,2,0,1,0.06467661691542288,5462,1
1,0.0,0,0,0.625,1,0,0,2,0,0,0,0,0,0,1,0,0.32487562189054725,1938,0
0,0.0,1,1,0.5972222222222222,0,1,0,2,0,2,2,2,2,1,1,1,0.41940298507462687,2289,0
1,0.0,1,0,0.5138888888888888,1,2,0,2,0,2,0,2,2,1,0,3,0.6069651741293532,2519,0
0,1.0,0,0,0.2777777777777778,1,2,1,0,0,0,0,0,2,0,1,1,0.672139303482587,1233,1
0,0.0,0,0,0.05555555555555555,0,1,0,0,0,0,0,0,0,0,1,2,0.06169154228855721,6242,1
1,0.0,1,0,0.875,1,0,1,2,2,2,2,2,2,2,1,1,0.9139303482587064,5322,0
1,0.0,0,0,0.041666666666666664,1,0,1,0,0,0,0,2,2,0,0,3,0.7208955223880598,2009,0
1,0.0,1,1,0.9166666666666666,1,2,2,1,1,1,1,1,1,2,1,1,0.07014925373134329,1159,0
1,0.0,0,0,0.3888888888888889,1,2,1,0,2,2,0,2,2,0,1,2,0.8701492537313433,2575,1
0,1.0,0,0,0.1111111111111111,1,2,1,0,0,0,0,0,2,0,0,2,0.6661691542288557,5475,0
1,0.0,0,1,0.9861111111111112,1,2,2,1,1,1,1,1,1,2,0,3,0.06069651741293534,1138,0
1,0.0,0,0,0.013888888888888888,0,1,0,0,0,0,0,0,0,0,1,2,0.05970149253731343,2038,1
0,0.0,1,1,1.0,1,2,2,1,1,1,1,1,1,2,0,0,0.06815920398009952,1424,0
1,1.0,1,0,0.2222222222222222,1,0,0,2,2,0,0,0,0,0,1,0,0.3611940298507462,6112,0
1,0.0,1,0,0.9166666666666666,1,2,1,2,2,2,2,0,0,2,0,3,0.7796019900497512,5171,0
0,0.0,0,0,0.1527777777777778,1,2,1,0,0,0,0,0,0,0,1,2,0.5796019900497512,6164,1
1,0.0,0,0,0.7083333333333334,1,2,0,2,2,2,2,2,0,1,1,1,0.6258706467661692,3519,0
0,0.0,0,1,0.1111111111111111,0,1,0,2,0,0,0,0,2,0,1,2,0.20149253731343283,2868,0
1,0.0,0,0,0.19444444444444445,1,0,1,0,0,0,0,2,2,0,1,2,0.7427860696517413,612,0
0,0.0,0,0,0.05555555555555555,1,2,1,0,2,0,2,0,2,0,1,2,0.7487562189054726,3128,1
0,0.0,0,0,0.9722222222222222,1,2,0,2,2,2,0,2,2,2,0,3,0.6611940298507463,4907,0
0,0.0,0,1,0.9722222222222222,1,2,0,2,2,0,2,0,0,2,0,2,0.47512437810945274,4133,0
0,1.0,1,0,0.75,1,2,1,0,2,0,0,2,2,1,1,1,0.8283582089552238,4475,1
1,0.0,0,1,0.3888888888888889,1,0,1,2,0,0,0,0,0,0,1,0,0.5636815920398011,1692,1
1,0.0,0,0,0.3333333333333333,1,0,2,1,1,1,1,1,1,2,0,3,0.024875621890547265,4112,0
0,0.0,1,0,0.9583333333333334,1,0,0,0,2,0,0,0,2,2,1,1,0.42985074626865677,3524,0
1,0.0,1,1,0.5833333333333334,1,0,0,2,2,0,0,0,0,0,0,3,0.36069651741293535,1941,0
0,1.0,0,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,1,2,0.5109452736318407,569,1
0,1.0,0,0,0.5416666666666666,1,2,1,0,0,2,0,2,2,0,1,2,0.8109452736318408,3449,0
1,0.0,1,1,0.625,1,2,1,0,2,2,2,2,2,2,1,0,0.9104477611940298,4151,0
1,0.0,1,1,1.0,1,2,0,2,2,2,2,2,0,2,1,0,0.6228855721393034,4726,0
0,0.0,0,0,0.5277777777777778,1,0,2,1,1,1,1,1,1,2,0,3,0.020398009950248763,5740,0
1,0.0,1,0,1.0,1,2,0,2,2,2,2,0,0,2,1,0,0.49303482587064673,4058,0
1,0.0,0,0,0.013888888888888888,1,2,2,1,1,1,1,1,1,0,1,3,0.057711442786069655,2036,1
1,0.0,1,1,1.0,1,0,2,1,1,1,1,1,1,2,1,1,0.01542288557213931,761,0
1,0.0,1,0,0.7638888888888888,1,2,2,1,1,1,1,1,1,2,0,0,0.07412935323383084,823,0
0,0.0,1,1,0.7083333333333334,0,1,0,0,0,2,2,2,2,1,1,2,0.3771144278606965,2502,0
1,0.0,0,0,0.875,1,0,0,2,2,2,2,2,2,2,1,0,0.6810945273631841,4439,0
0,0.0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,3,0.021393034825870634,1614,0
0,0.0,1,1,0.3194444444444444,1,0,2,1,1,1,1,1,1,2,1,3,0.013930348258706454,3837,0
0,0.0,0,0,0.013888888888888888,1,0,0,0,2,0,0,0,0,0,0,2,0.3213930348258706,4230,1
0,0.0,0,0,0.027777777777777776,1,2,0,0,0,0,2,0,0,0,1,3,0.3592039800995025,315,0
0,1.0,0,0,0.7222222222222222,1,2,1,2,2,2,0,2,2,0,0,1,0.8940298507462686,4810,0
0,0.0,0,0,0.5,1,2,0,2,0,0,0,0,0,1,0,3,0.3601990049751244,1471,0
0,0.0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,3,0.26965174129353237,3817,0
0,0.0,0,0,0.3888888888888889,1,2,0,2,0,2,0,0,0,1,0,3,0.4054726368159204,1137,0
0,0.0,1,1,0.09722222222222222,1,0,0,2,2,2,0,2,0,1,0,2,0.509452736318408,4036,0
1,0.0,0,0,0.19444444444444445,1,2,1,0,2,0,0,2,2,0,1,2,0.8189054726368159,764,1
1,1.0,1,0,1.0,0,1,0,2,2,2,2,2,2,2,1,1,0.4646766169154229,3875,0
0,0.0,1,1,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,1,3,0.022388059701492536,1616,1
0,0.0,0,0,0.1388888888888889,1,0,2,1,1,1,1,1,1,0,0,3,0.005970149253731357,1101,0
1,0.0,0,0,0.5833333333333334,1,0,2,1,1,1,1,1,1,1,0,0,0.01542288557213931,6204,0
0,0.0,0,0,0.09722222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0.06766169154228857,1470,0
1,0.0,0,0,0.05555555555555555,1,0,1,0,0,2,0,0,0,0,1,0,0.5626865671641791,2794,1
1,0.0,1,1,1.0,1,2,1,2,2,2,2,2,2,2,1,1,0.9557213930348258,6042,0
0,0.0,1,0,0.2777777777777778,0,1,0,0,0,0,0,0,0,0,1,2,0.06169154228855721,4072,1
1,0.0,0,0,0.875,1,0,1,2,2,2,2,2,2,2,0,1,0.9049751243781095,5544,0
0,0.0,0,0,0.7777777777777778,0,1,0,2,2,2,2,0,0,2,0,0,0.26666666666666666,2218,0
0,0.0,0,1,0.06944444444444445,1,0,0,0,0,0,2,0,0,0,1,3,0.32587064676616917,2468,0
0,0.0,1,0,1.0,1,2,1,0,2,2,2,2,2,2,1,0,0.9174129353233831,6004,0
1,1.0,1,1,0.9444444444444444,1,2,1,0,2,2,0,0,0,0,1,2,0.6606965174129353,4695,0
1,0.0,1,1,0.9305555555555556,1,0,0,2,2,0,2,0,0,1,0,3,0.41592039800995023,3410,0
1,0.0,1,1,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0.2626865671641791,3181,0
1,0.0,1,1,0.7222222222222222,1,2,1,0,2,0,2,0,2,0,1,0,0.746268656716418,3930,0
0,0.0,1,1,0.25,1,0,2,1,1,1,1,1,1,0,1,3,0.01990049751243781,3426,0
0,0.0,1,1,0.8194444444444444,1,2,2,1,1,1,1,1,1,2,0,3,0.07164179104477611,963,0
0,0.0,0,0,0.8333333333333334,1,0,2,1,1,1,1,1,1,2,0,3,0.02338308457711444,183,0
1,0.0,0,0,0.09722222222222222,1,2,1,0,0,0,0,2,2,0,1,2,0.7547263681592039,5527,0
1,0.0,1,1,0.8194444444444444,0,1,0,2,0,2,0,0,0,1,0,3,0.16467661691542285,1588,0
1,0.0,0,0,0.6388888888888888,0,1,0,2,0,2,2,2,2,2,1,0,0.4228855721393035,2496,0
1,0.0,0,0,0.06944444444444445,1,0,0,0,2,0,0,0,0,0,1,2,0.3293532338308458,2268,0
1,1.0,1,0,0.8194444444444444,0,1,0,2,0,2,2,2,2,2,1,1,0.45572139303482584,3325,0
0,0.0,1,0,0.9722222222222222,1,2,0,0,2,2,2,2,2,2,1,0,0.6621890547263681,4853,0
0,0.0,0,0,0.19444444444444445,1,0,1,0,0,0,0,0,0,0,1,1,0.5248756218905473,6352,1
